pressure_extend,pressure_retract,position,velocity,pressure_diff,fault_any
0.23,-0.96,-0.0005,0.0022,1.19,0
0.22,0.88,-0.0001,0.0004,-0.66,0
1.29,-1.6,0.0007,-0.0025,2.89,0
1.16,-0.27,0.0001,0.0097,1.43,0
0.35,-1.98,0.0004,0.006,2.33,0
0.2,0.22,0.0007,-0.0005,-0.0199999999999999,0
0.27,-0.64,0.0003,-0.001,0.91,0
-0.02,0.07,0.0008,0.0004,-0.09,0
-1.97,0.64,0.0008,0.0075,-2.61,0
-0.94,-0.51,0.0013,-0.0014,-0.4299999999999999,0
-0.92,0.4,0.0001,0.0024,-1.32,0
-1.52,0.36,0.0013,0.0102,-1.88,0
-0.5,-0.34,-0.0004,-0.0044,-0.1599999999999999,0
-1.07,-0.09,0.001,-0.0118,-0.98,0
-0.23,0.23,-0.0001,0.0099,-0.46,0
-1.45,0.18,-0.0019,0.0044,-1.63,0
-0.61,-1.94,0.0003,-0.0086,1.33,0
-0.1,-1.3,-0.0007,-0.007,1.2,0
0.8,1.6,-0.0001,-0.0038,-0.8,0
0.88,0.74,-0.0008,0.013,0.14,0
0.89,0.53,0.0005,-0.006,0.36,0
0.3,1.2,0.0014,0.0135,-0.8999999999999999,0
1.91,0.48,0.0006,-0.0093,1.43,0
-0.05,-0.14,-0.0007,-0.0069,0.09,0
0.59,0.56,0.0001,0.005,0.0299999999999999,0
-1.26,-1.43,-0.0004,-0.0084,0.1699999999999999,0
-1.73,0.59,0.0001,-0.0016,-2.32,0
2.12,0.53,-0.0009,0.0159,1.59,0
0.49,0.7,0.0,-0.0019,-0.2099999999999999,0
1.89,-1.04,-0.0002,-0.0011,2.93,0
-0.88,0.37,-0.0003,-0.0069,-1.25,0
-0.56,1.58,0.0005,0.0121,-2.14,0
0.68,1.52,0.0003,-0.0054,-0.84,0
1.34,-0.37,0.0003,-0.0316,1.71,0
-0.42,0.76,0.0011,0.0111,-1.18,0
1.71,-0.45,-0.0006,0.0057,2.16,0
1.05,0.44,0.0,-0.0202,0.6100000000000001,0
0.1,-0.03,-0.0,0.0018,0.13,0
0.43,1.31,-0.0004,0.0026,-0.8800000000000001,0
-0.81,1.16,-0.0005,-0.0026,-1.97,0
2.43,-0.23,-0.0006,0.0129,2.66,0
1.13,1.18,-0.0013,-0.0194,-0.05,0
1.7,0.63,0.0004,0.008,1.0699999999999998,0
1.2,0.92,-0.0002,0.0095,0.2799999999999999,0
-1.01,0.95,0.0006,-0.0014,-1.96,0
-1.2,-1.41,-0.0019,-0.0213,0.2099999999999999,0
-0.1,1.42,0.0001,0.0153,-1.52,0
-1.05,0.97,0.0015,0.0112,-2.02,0
-1.03,-0.46,-0.0007,-0.0095,-0.5700000000000001,0
0.51,-1.05,0.0002,0.0083,1.56,0
-0.77,-0.98,-0.0029,-0.0069,0.2099999999999999,0
1.17,2.26,-0.0003,0.0018,-1.09,0
1.92,-0.08,-0.0015,-0.0092,2.0,0
-0.5,-0.58,-0.0011,-0.0017,0.0799999999999999,0
-1.03,0.58,0.0009,-0.002,-1.61,0
0.69,0.34,-0.0011,0.0019,0.3499999999999999,0
0.79,1.71,0.0008,-0.0017,-0.92,0
1.05,1.15,0.0017,0.0058,-0.0999999999999998,0
-0.7,1.23,-0.0013,-0.0244,-1.93,0
0.97,0.59,-0.0012,-0.0098,0.38,0
-0.01,1.71,-0.0006,0.0027,-1.72,0
-0.4,0.11,0.0013,0.0039,-0.51,0
-0.39,0.59,-0.0013,0.0082,-0.98,0
1.01,1.18,-0.0004,-0.0165,-0.1699999999999999,0
-0.58,1.25,0.0005,-0.0016,-1.83,0
-0.71,0.92,0.0004,-0.0021,-1.63,0
-0.58,-0.5,-0.0017,-0.0067,-0.0799999999999999,0
-1.05,0.35,0.0011,-0.0139,-1.4,0
-0.16,-0.07,-0.0014,0.0109,-0.09,0
0.06,1.84,-0.0024,-0.002,-1.78,0
-1.99,-0.1,-0.0011,0.0016,-1.89,0
0.44,-0.6,-0.0015,0.0169,1.04,0
1.45,0.69,0.0011,-0.0153,0.76,0
1.15,0.56,0.0008,-0.0231,0.5899999999999999,0
1.04,-0.97,0.0009,-0.0181,2.01,0
-0.62,2.44,0.0007,0.0088,-3.06,0
-0.24,0.06,0.0009,0.0119,-0.3,0
0.19,-0.26,-0.0013,-0.018,0.45,0
-1.09,0.52,0.0014,0.0093,-1.61,0
-0.59,-1.35,0.0,0.0027,0.7600000000000001,0
-0.17,-0.19,-0.0012,0.0024,0.0199999999999999,0
-0.59,0.71,0.0007,0.0035,-1.2999999999999998,0
0.04,0.66,-0.0005,0.0034,-0.62,0
1.13,2.5,0.0013,0.0193,-1.37,0
-0.05,1.33,0.0002,-0.0017,-1.38,0
-1.88,1.31,0.0022,-0.0159,-3.19,0
0.65,0.62,-0.0011,0.0055,0.03,0
-0.01,0.54,0.0009,-0.0028,-0.55,0
1.06,0.17,-0.0011,0.0099,0.89,0
-0.49,-0.06,0.0005,-0.0001,-0.43,0
-0.08,0.05,0.0004,-0.0054,-0.13,0
2.13,0.62,-0.0006,0.0043,1.5099999999999998,0
-1.76,0.6,-0.0004,-0.015,-2.36,0
0.71,-1.23,0.0003,-0.0054,1.94,0
-1.58,1.17,-0.0,0.006,-2.75,0
0.45,-0.45,0.0005,-0.0115,0.9,0
0.15,1.24,-0.0002,-0.0028,-1.09,0
-0.61,-0.69,0.0003,0.0152,0.0799999999999999,0
-0.58,-0.1,-0.001,-0.0042,-0.48,0
-0.26,0.97,0.0008,0.0011,-1.23,0
1.28,0.57,-0.0016,0.0096,0.7100000000000001,0
-0.24,0.71,-0.0004,0.0222,-0.95,0
-0.11,-1.16,-0.0001,-0.0077,1.0499999999999998,0
1.07,-0.82,0.0004,-0.0023,1.89,0
-0.37,0.96,0.0019,-0.0196,-1.33,0
1.93,-1.29,-0.0006,0.0072,3.22,0
0.39,0.64,-0.0002,0.0017,-0.25,0
1.02,-0.22,0.0004,0.0011,1.24,0
-1.79,0.93,-0.0006,-0.0283,-2.72,0
0.88,0.41,-0.0009,0.0132,0.47,0
-1.55,-0.87,-0.0021,0.0013,-0.68,0
0.19,0.58,-0.0005,-0.0118,-0.3899999999999999,0
0.01,1.84,-0.0001,-0.0058,-1.83,0
0.62,-0.1,0.0002,-0.0302,0.72,0
0.4,0.22,0.0004,0.0148,0.18,0
0.65,0.14,0.0014,0.0097,0.51,0
-1.62,0.4,0.0004,-0.0072,-2.02,0
-0.68,-0.59,0.0006,0.0033,-0.09,0
0.75,-1.61,0.0011,-0.0041,2.3600000000000003,0
0.18,-0.13,-0.0008,0.0101,0.31,0
0.25,1.33,0.002,0.0017,-1.08,0
1.18,-0.93,-0.0019,0.0064,2.11,0
-0.68,0.21,0.0021,0.0201,-0.89,0
-0.33,0.17,0.0013,-0.0018,-0.5,0
-1.0,1.17,-0.0008,0.0012,-2.17,0
0.09,0.37,0.0,0.0014,-0.28,0
1.13,-0.29,0.0015,0.0008,1.42,0
0.05,-0.06,0.001,0.0007,0.11,0
-0.81,-1.1,-0.0004,-0.0077,0.29,0
0.59,-0.28,0.0007,0.015,0.87,0
-0.1,1.47,-0.0007,0.011,-1.57,0
0.48,1.0,-0.0013,-0.0016,-0.52,0
-0.9,-0.3,0.0009,-0.0097,-0.6000000000000001,0
-2.82,-0.13,-0.0006,-0.0154,-2.69,0
1.23,-0.84,0.0002,0.0111,2.07,0
-0.59,-0.89,-0.0003,-0.0178,0.3,0
-1.06,-0.12,-0.0011,0.0121,-0.94,0
0.84,-1.59,0.0015,0.0029,2.43,0
2.69,1.31,-0.0011,0.0007,1.38,0
-0.17,0.21,-0.0002,-0.0088,-0.38,0
-1.34,0.35,-0.0003,0.0009,-1.69,0
-0.21,-0.82,0.0004,-0.0018,0.61,0
-0.02,-0.07,0.0004,0.0257,0.05,0
0.58,1.22,-0.0007,-0.004,-0.64,0
-0.75,0.34,0.0002,0.0096,-1.09,0
1.21,-0.76,-0.0005,-0.0129,1.97,0
0.17,-0.8,-0.0015,-0.0074,0.97,0
-1.07,1.08,0.0004,0.0053,-2.1500000000000004,0
0.71,1.34,0.0015,-0.0209,-0.6300000000000001,0
0.64,0.46,-0.0005,0.0026,0.18,0
0.34,-0.11,-0.0005,0.0084,0.45,0
0.6,0.6,0.0001,-0.0037,0.0,0
-1.22,0.19,0.0004,0.0037,-1.41,0
-0.23,-1.06,-0.0014,0.006,0.8300000000000001,0
0.32,-1.63,0.0003,-0.0134,1.95,0
-0.85,0.13,-0.0006,-0.0069,-0.98,0
-0.78,-0.51,-0.0004,-0.0095,-0.27,0
1.41,-1.86,-0.0001,-0.0006,3.27,0
-1.34,0.42,-0.0005,0.0186,-1.76,0
-0.08,0.66,-0.0004,-0.0227,-0.74,0
-0.11,0.52,-0.0014,-0.0196,-0.63,0
0.55,2.2,0.0002,-0.0132,-1.65,0
0.63,-0.62,-0.0003,0.0036,1.25,0
1.12,-1.3,-0.0009,0.0119,2.42,0
1.19,1.01,0.0008,0.0105,0.1799999999999999,0
-0.95,-0.73,-0.0016,-0.0228,-0.2199999999999999,0
2.6,0.99,0.0003,0.0049,1.61,0
-0.78,0.16,-0.0002,-0.0057,-0.94,0
0.5,0.64,-0.0011,0.0011,-0.14,0
0.96,0.67,-0.0007,-0.0071,0.2899999999999999,0
-0.28,-0.31,0.0007,0.0089,0.0299999999999999,0
0.65,-0.65,0.0001,-0.0094,1.3,0
-0.16,0.61,0.0001,-0.0073,-0.77,0
-2.18,0.14,0.0002,0.0143,-2.3200000000000003,0
-0.88,-0.05,-0.0017,-0.0021,-0.83,0
-0.54,-1.39,-0.0008,0.0158,0.8499999999999999,0
1.98,1.11,-0.0001,-0.009,0.8699999999999999,0
-1.17,-0.15,0.0012,-0.0162,-1.02,0
0.02,1.35,0.001,-0.0145,-1.33,0
1.43,-0.36,-0.0004,-0.0104,1.79,0
-1.21,-0.4,-0.0011,0.0032,-0.8099999999999999,0
0.59,-1.45,-0.0,0.0058,2.04,0
-0.92,1.08,0.0021,-0.0142,-2.0,0
0.37,-0.72,-0.0004,-0.0035,1.09,0
-1.49,-0.63,0.0002,0.003,-0.86,0
1.8,0.69,-0.0007,0.015,1.11,0
1.39,-2.14,-0.0004,-0.0033,3.53,0
-1.08,2.11,-0.0017,-0.0003,-3.19,0
0.06,0.82,-0.001,0.0027,-0.76,0
-0.09,0.12,0.0,0.007,-0.21,0
1.45,-0.59,0.002,0.006,2.04,0
-1.48,-0.01,-0.0001,0.0086,-1.47,0
0.95,-0.95,-0.0013,0.0142,1.9,0
-0.89,1.25,0.0017,-0.0114,-2.14,0
-0.06,2.05,0.0015,-0.0068,-2.11,0
-0.64,0.35,-0.0005,-0.0033,-0.99,0
-0.39,-0.39,0.001,0.0013,0.0,0
0.45,0.01,-0.0012,-0.0075,0.44,0
-1.31,0.06,-0.0002,-0.0138,-1.37,0
-0.06,1.51,0.0016,0.0161,-1.57,0
-0.06,-0.22,0.0009,-0.003,0.16,0
-0.13,-1.48,-0.0011,-0.0337,1.35,0
0.53,0.79,-0.0001,-0.0095,-0.26,0
0.08,-0.16,-0.0006,0.0086,0.24,0
-0.51,-0.15,0.0001,0.0048,-0.36,0
0.77,1.22,0.0002,0.0013,-0.4499999999999999,0
0.27,-1.63,-0.0,-0.0054,1.9,0
-0.82,1.71,0.0014,-0.0017,-2.53,0
0.25,0.21,-0.0018,0.0017,0.04,0
0.78,-1.59,-0.0004,-0.0118,2.37,0
-0.34,-1.46,-0.0012,-0.0015,1.12,0
0.59,0.32,-0.0003,0.0046,0.2699999999999999,0
0.88,0.07,0.0013,0.0068,0.81,0
-0.13,-0.84,-0.0006,-0.0029,0.71,0
-0.76,-0.26,-0.0013,-0.0068,-0.5,0
0.42,-0.25,0.0002,-0.0147,0.6699999999999999,0
1.55,0.03,0.0003,0.0096,1.52,0
-0.64,-0.11,0.0025,0.0087,-0.53,0
-0.79,0.09,-0.0012,-0.0025,-0.88,0
-0.47,-0.97,0.0019,-0.0178,0.5,0
-1.67,-0.61,0.0002,-0.0014,-1.06,0
0.1,-2.73,0.0009,-0.0021,2.83,0
-0.27,-1.76,-0.0008,-0.0032,1.49,0
-0.16,0.75,-0.0012,-0.0039,-0.91,0
-1.48,0.45,0.0021,-0.0045,-1.93,0
0.64,2.14,-0.0029,-0.0086,-1.5,0
0.35,1.51,0.0014,0.0168,-1.16,0
-1.0,0.09,0.0001,0.0031,-1.09,0
1.53,1.01,0.0015,-0.0059,0.52,0
0.24,-0.18,-0.0001,0.0001,0.42,0
-0.22,-1.65,-0.0,-0.01,1.43,0
-0.19,-1.37,0.0008,-0.0065,1.1800000000000002,0
-0.38,1.06,-0.0012,-0.0072,-1.44,0
0.12,0.03,0.0004,-0.0162,0.09,0
-1.04,-1.11,-0.0008,-0.0005,0.07,0
0.75,0.08,0.0009,0.0007,0.67,0
-0.15,-0.83,0.0005,-0.0059,0.6799999999999999,0
0.97,-1.18,-0.0001,-0.001,2.15,0
0.01,-0.37,0.0005,0.0043,0.38,0
1.88,0.95,0.0012,0.006,0.93,0
-0.79,-2.84,0.0005,-0.0141,2.05,0
0.36,1.08,0.0005,0.0119,-0.7200000000000001,0
-1.41,2.2,-0.0003,-0.0074,-3.61,0
1.74,-0.36,0.0006,-0.0057,2.1,0
-0.69,-0.32,-0.0005,-0.0142,-0.3699999999999999,0
-0.06,0.04,-0.0004,-0.021,-0.1,0
-1.11,-0.99,0.0001,0.0113,-0.1200000000000001,0
-0.73,0.68,-0.0008,0.0046,-1.41,0
1.04,-1.01,0.0001,-0.0024,2.05,0
-1.95,-1.05,-0.0005,-0.0065,-0.8999999999999999,0
-0.26,-0.45,-0.0009,-0.0044,0.19,0
0.15,-0.41,0.002,0.0085,0.5599999999999999,0
0.03,-1.24,-0.0004,0.0033,1.27,0
-0.57,0.72,0.0009,-0.0011,-1.29,0
1.07,0.49,0.0013,-0.0091,0.5800000000000001,0
1.82,0.4,0.0011,-0.0145,1.42,0
2.34,-1.1,-0.0005,0.0213,3.44,0
0.71,-0.08,-0.0003,0.0009,0.7899999999999999,0
-0.35,0.82,0.0023,-0.0098,-1.17,0
0.19,-0.1,0.0006,0.0089,0.29,0
-0.97,1.29,-0.0001,0.0076,-2.26,0
-0.42,-1.01,-0.001,0.0097,0.5900000000000001,0
0.54,-0.58,-0.0004,-0.0234,1.12,0
-0.4,-1.12,-0.0011,0.0183,0.7200000000000001,0
0.24,-1.17,-0.0004,-0.0082,1.41,0
-0.02,-1.01,-0.0005,-0.0032,0.99,0
-0.22,0.3,0.001,0.0013,-0.52,0
-0.31,-0.71,0.0012,0.0,0.3999999999999999,0
-0.23,0.19,-0.0003,-0.013,-0.42,0
-0.28,-1.35,0.0003,-0.0135,1.07,0
0.77,2.6,-0.0005,-0.0056,-1.83,0
0.46,0.43,0.0004,0.0068,0.03,0
0.7,1.93,-0.0003,0.001,-1.23,0
-0.07,1.62,0.0013,0.0,-1.6900000000000002,0
-0.77,1.71,-0.0006,0.0105,-2.48,0
-0.02,0.93,0.001,0.0102,-0.95,0
-0.68,-0.26,0.0003,-0.0018,-0.42,0
0.53,1.37,0.002,0.0256,-0.8400000000000001,0
0.5,-0.33,0.0008,-0.0032,0.8300000000000001,0
0.29,1.57,-0.0007,0.0046,-1.28,0
-0.27,0.92,-0.0003,-0.0014,-1.19,0
0.17,0.2,-0.0001,-0.0014,-0.03,0
1.09,-0.59,-0.0003,-0.0043,1.6800000000000002,0
-0.59,0.01,0.0006,-0.0091,-0.6,0
0.19,0.02,0.0016,-0.0036,0.17,0
0.05,-0.35,0.0014,0.0085,0.3999999999999999,0
1.86,-0.92,-0.0006,-0.009,2.78,0
-1.92,1.38,0.0007,-0.0111,-3.3,0
-2.28,0.77,-0.0016,-0.0052,-3.05,0
-0.24,-0.33,-0.0012,-0.0167,0.09,0
-0.41,0.84,0.0012,0.0116,-1.25,0
-0.62,-1.07,0.0001,-0.014,0.45,0
1.03,-0.16,-0.0022,-0.0165,1.19,0
0.02,0.72,-0.0006,-0.0054,-0.7,0
-0.2,-0.14,-0.002,0.0045,-0.06,0
-0.31,-0.26,-0.0021,-0.0014,-0.0499999999999999,0
-0.68,-1.5,0.0006,-0.0053,0.82,0
-1.76,-0.04,-0.0002,-0.0004,-1.72,0
0.49,0.8,0.0014,0.0119,-0.31,0
-1.21,0.28,0.0007,-0.0035,-1.49,0
0.23,0.33,-0.0,-0.0063,-0.1,0
-0.17,-0.07,0.0002,0.0058,-0.1,0
0.21,0.25,0.0002,0.0148,-0.04,0
-0.84,0.24,-0.0002,0.0063,-1.08,0
-1.19,0.65,-0.0001,0.0027,-1.84,0
0.39,-1.23,-0.0004,-0.0028,1.62,0
-0.5,1.08,-0.0008,-0.0113,-1.58,0
-0.98,-1.34,0.001,0.0042,0.3600000000000001,0
0.74,0.83,-0.0011,-0.0039,-0.0899999999999999,0
-0.83,0.38,0.0003,-0.0023,-1.21,0
-0.78,-0.85,-0.0,-0.019,0.0699999999999999,0
0.37,-1.22,0.0011,0.0009,1.59,0
-0.99,0.34,-0.0026,-0.0087,-1.33,0
0.12,1.16,-0.001,-0.0053,-1.04,0
-0.93,1.02,-0.0002,0.006,-1.95,0
-0.85,-0.13,-0.0009,-0.0096,-0.72,0
1.53,0.1,0.0011,0.0014,1.43,0
0.49,0.11,0.0011,0.0213,0.38,0
1.16,0.77,0.0015,0.0039,0.3899999999999999,0
1.76,0.0,0.0003,-0.0107,1.76,0
-1.25,1.03,0.0,0.0062,-2.28,0
0.29,1.09,0.0004,-0.0102,-0.8,0
-0.57,-0.86,-0.002,-0.0025,0.29,0
0.3,0.5,-0.0004,-0.0254,-0.2,0
-0.39,-1.61,0.0002,-0.0039,1.2200000000000002,0
-0.01,1.42,-0.0017,0.0104,-1.43,0
-0.37,1.1,-0.0002,0.0129,-1.4700000000000002,0
-0.23,0.12,0.0009,-0.002,-0.35,0
0.13,1.86,0.0005,0.0085,-1.73,0
0.53,-0.42,0.0011,-0.0002,0.95,0
-0.8,0.28,-0.0007,0.0028,-1.08,0
-0.96,0.13,0.0001,-0.0078,-1.09,0
0.19,-1.05,-0.001,-0.0052,1.24,0
0.19,1.35,0.0003,0.0105,-1.16,0
-0.18,-0.25,0.0005,-0.0019,0.07,0
1.55,0.29,-0.0003,0.0134,1.26,0
-0.58,-0.03,0.0011,-0.0171,-0.5499999999999999,0
-0.33,-0.57,0.0005,0.0134,0.2399999999999999,0
-0.16,-0.58,-0.0013,0.0102,0.4199999999999999,0
-2.11,0.87,-0.0001,0.0121,-2.98,0
-1.36,0.38,0.0012,-0.0066,-1.7400000000000002,0
-1.82,-1.88,-0.0011,-0.0078,0.0599999999999998,0
0.03,0.51,-0.0003,-0.0042,-0.48,0
1.52,1.2,0.0006,-0.0033,0.32,0
0.6,-0.42,0.0003,0.0227,1.02,0
-1.57,-0.27,0.0012,0.0003,-1.3,0
1.39,-1.2,0.0006,-0.0069,2.59,0
-0.64,0.89,0.0015,-0.0049,-1.53,0
-1.01,-2.38,-0.0016,0.0109,1.37,0
0.65,-0.44,0.0007,-0.0159,1.09,0
0.36,0.33,-0.0017,-0.0035,0.0299999999999999,0
0.24,0.48,0.0002,-0.0012,-0.24,0
-0.47,1.35,-0.0013,-0.011,-1.82,0
-0.57,1.13,0.0007,-0.0068,-1.6999999999999995,0
0.26,1.68,-0.0002,0.0118,-1.42,0
0.37,0.17,0.0004,-0.0078,0.1999999999999999,0
-1.09,0.05,0.0017,-0.005,-1.14,0
-0.96,0.39,-0.0022,0.0084,-1.35,0
0.8,-0.6,0.001,-0.0075,1.4,0
0.49,0.31,0.0003,0.0028,0.18,0
1.06,2.19,0.0001,-0.0174,-1.13,0
-0.69,3.84,-0.0007,0.0058,-4.529999999999999,0
-0.14,-0.33,-0.0003,0.0101,0.19,0
0.22,-1.46,-0.0012,-0.0064,1.68,0
-0.59,1.91,-0.0005,-0.009,-2.5,0
-0.27,-1.7,-0.0018,-0.0074,1.43,0
1.96,0.38,-0.0022,0.005,1.58,0
0.31,1.11,-0.0034,-0.0001,-0.8,0
0.42,-1.45,0.0007,0.0082,1.87,0
-1.07,-0.65,-0.0001,-0.0066,-0.42,0
1.07,1.29,0.0004,0.0151,-0.2199999999999999,0
-0.93,0.27,-0.0001,-0.0011,-1.2000000000000002,0
-3.03,0.1,-0.0003,0.0263,-3.13,0
-0.33,-1.37,0.0006,-0.0058,1.04,0
-1.28,0.18,-0.0014,0.0053,-1.46,0
-0.06,-1.42,0.0005,-0.0042,1.36,0
-1.2,-0.48,0.0006,-0.0133,-0.72,0
-2.48,-0.47,-0.0005,-0.0002,-2.01,0
-0.07,-0.62,0.0008,0.0161,0.55,0
1.95,0.79,-0.0002,0.0111,1.16,0
0.68,-0.85,-0.0009,0.0057,1.53,0
1.48,0.84,-0.0001,-0.0068,0.64,0
-0.53,-0.98,0.0007,0.0033,0.4499999999999999,0
-0.3,-1.39,-0.0007,-0.0062,1.09,0
-0.35,-0.85,0.0023,-0.0074,0.5,0
-0.56,0.05,0.0009,0.0024,-0.6100000000000001,0
-0.3,-1.76,0.0008,-0.0002,1.46,0
-0.35,1.29,0.0,0.0144,-1.64,0
0.81,-1.03,0.0009,-0.0025,1.84,0
-0.15,-0.41,-0.0011,-0.014,0.26,0
0.83,0.56,-0.0009,0.0061,0.2699999999999999,0
1.87,0.17,-0.0,0.0005,1.7000000000000002,0
0.99,1.84,0.0024,0.0004,-0.8500000000000001,0
-0.85,1.06,0.0004,0.0045,-1.91,0
-1.13,-0.16,-0.0011,0.0032,-0.97,0
-0.59,1.8,-0.0016,-0.0023,-2.39,0
-0.92,-0.98,-0.0021,0.0058,0.0599999999999999,0
0.99,0.01,0.0001,-0.0005,0.98,0
1.59,0.16,0.0005,0.0012,1.4300000000000002,0
1.12,0.09,0.0,0.0013,1.03,0
-0.2,-0.13,-0.0005,0.0063,-0.07,0
-1.67,-0.77,-0.0011,0.0101,-0.8999999999999999,0
-1.26,1.29,-0.0001,-0.0033,-2.55,0
1.48,-0.19,-0.0004,0.0006,1.67,0
0.79,-2.05,-0.0,0.0138,2.84,0
-2.19,1.16,-0.0008,-0.0029,-3.35,0
-1.3,-0.91,-0.0009,-0.009,-0.39,0
-2.75,1.58,0.0002,-0.003,-4.33,0
-0.01,-1.66,0.0002,0.0234,1.65,0
-0.2,0.02,-0.001,-0.0097,-0.22,0
-1.5,0.42,0.0012,0.0149,-1.92,0
1.32,2.18,0.001,0.0219,-0.8600000000000001,0
-0.51,-1.12,0.0016,-0.0065,0.6100000000000001,0
0.88,2.46,0.001,-0.0109,-1.58,0
1.62,0.65,0.0,0.0119,0.97,0
-0.01,-0.94,0.0002,-0.0018,0.93,0
0.37,-0.83,-0.0003,0.0005,1.2,0
-1.59,0.85,0.0001,-0.0172,-2.44,0
-0.09,0.97,0.0014,-0.0122,-1.06,0
0.43,-1.15,-0.0002,0.0092,1.5799999999999998,0
-1.12,-1.19,0.0002,-0.0003,0.0699999999999998,0
0.53,1.95,-0.0002,-0.0036,-1.42,0
-0.77,0.47,-0.0011,-0.0175,-1.24,0
0.46,-0.21,-0.0011,0.0095,0.67,0
0.62,1.01,0.0008,-0.017,-0.39,0
0.68,-0.72,0.0,-0.015,1.4,0
-1.26,0.26,0.0002,0.0001,-1.52,0
-0.63,-0.33,0.0017,-0.0134,-0.3,0
-0.84,0.84,0.0011,-0.0015,-1.68,0
1.05,-1.51,0.0001,-0.0011,2.56,0
0.46,-0.53,-0.0005,0.0015,0.99,0
-1.28,0.14,-0.0005,-0.0115,-1.42,0
-0.58,-2.05,0.0001,-0.0097,1.4699999999999998,0
0.62,0.53,0.0004,0.0063,0.0899999999999999,0
-0.67,-0.61,0.001,-0.0064,-0.06,0
-0.6,-2.79,0.0013,-0.011,2.19,0
-0.96,0.73,0.0008,0.0122,-1.69,0
0.11,-0.84,-0.0022,-0.0039,0.95,0
1.44,-0.59,0.0015,-0.01,2.03,0
-0.02,-1.19,-0.0,-0.0086,1.17,0
0.97,-1.16,0.0007,0.0035,2.13,0
0.32,0.14,-0.0,0.0115,0.18,0
-0.33,0.95,-0.0017,0.0142,-1.28,0
1.1,0.11,-0.0004,0.0126,0.99,0
1.31,-1.32,0.0009,0.0002,2.63,0
0.65,1.49,0.0012,0.0105,-0.84,0
0.17,-0.41,-0.001,-0.0147,0.58,0
-0.46,0.83,-0.0005,-0.0112,-1.29,0
-1.06,-1.09,0.001,0.0026,0.03,0
0.58,1.51,0.0003,-0.0011,-0.93,0
0.15,1.65,-0.0006,0.0036,-1.5,0
0.74,-0.68,0.0003,0.0075,1.42,0
-0.03,1.45,0.0012,0.007,-1.48,0
0.29,-0.5,-0.0007,0.0093,0.79,0
-0.9,-0.77,-0.0001,-0.0048,-0.13,0
-0.27,-0.16,0.0001,0.0033,-0.11,0
-0.11,1.19,0.002,0.0168,-1.3,0
-0.67,0.96,-0.0,-0.0096,-1.63,0
0.37,-1.32,0.0007,-0.0013,1.69,0
-1.07,-0.35,-0.0003,0.001,-0.7200000000000001,0
0.49,0.24,-0.0009,-0.0095,0.25,0
-2.57,-1.42,0.0003,-0.0222,-1.15,1
0.07,-1.22,-0.0009,-0.0012,1.29,1
0.14,-0.55,-0.0003,0.0058,0.6900000000000001,1
1.72,-2.05,-0.0001,0.0075,3.77,1
0.7,1.25,-0.0012,0.0032,-0.55,1
-0.17,1.23,-0.0011,0.0039,-1.4,1
-0.6,1.48,0.0002,0.0128,-2.08,1
0.68,-0.18,0.0004,0.0043,0.8600000000000001,1
1.8,0.13,0.0005,0.0125,1.67,1
-1.39,-0.24,0.0,0.0087,-1.15,1
0.24,-0.34,-0.0005,-0.0145,0.5800000000000001,1
-1.35,-1.26,0.0013,-0.0117,-0.09,1
-0.24,0.49,-0.0008,0.0065,-0.73,1
1.53,-2.49,-0.0006,-0.0075,4.0200000000000005,1
1.32,-0.17,-0.0013,0.0099,1.49,1
0.65,1.34,0.0009,0.0103,-0.6900000000000001,1
-0.04,1.6,-0.0029,-0.003,-1.64,1
1.62,0.02,-0.0002,-0.0065,1.6,1
-0.32,0.48,-0.0004,0.0154,-0.8,1
1.17,0.19,0.0001,0.0101,0.98,1
-0.31,-1.01,-0.0001,-0.005,0.7,1
0.3,-0.44,-0.0007,-0.0018,0.74,1
0.63,0.38,0.0022,0.0122,0.25,1
-0.7,-2.83,0.0018,-0.005,2.13,1
1.58,2.65,-0.0008,-0.007,-1.0699999999999998,1
0.73,0.69,-0.0008,0.0,0.04,1
-0.12,-1.08,-0.002,0.0185,0.96,1
-2.35,0.07,-0.0006,-0.0038,-2.42,1
-1.6,0.14,-0.0005,-0.0044,-1.7400000000000002,1
-0.45,0.41,0.0014,-0.005,-0.86,1
0.29,0.28,-0.0003,-0.0119,0.0099999999999999,1
-0.35,-1.58,-0.0011,0.0179,1.23,1
0.05,-2.23,-0.0002,0.0072,2.28,1
0.53,1.49,0.0008,0.0038,-0.96,1
0.36,0.89,-0.0,0.0024,-0.53,1
0.26,0.77,-0.0001,-0.0027,-0.51,1
0.8,-1.45,0.0001,0.0003,2.25,1
0.64,1.27,-0.0008,0.0072,-0.63,1
-0.86,1.22,-0.002,-0.0056,-2.08,1
-1.18,-0.39,-0.002,0.0008,-0.7899999999999999,1
-0.67,1.39,0.0017,0.0089,-2.06,1
0.2,-1.27,-0.0004,-0.0023,1.47,1
-2.86,0.49,0.0012,0.0034,-3.35,1
-0.48,0.84,-0.0014,0.0005,-1.3199999999999998,1
-1.05,-0.79,0.0013,0.0036,-0.26,1
-0.14,0.28,-0.0007,0.0082,-0.42,1
-0.12,-1.37,0.0002,-0.0006,1.25,1
0.52,0.08,0.0002,0.0154,0.44,1
-0.45,1.43,0.0001,0.0117,-1.88,1
-1.23,0.79,-0.0005,0.0091,-2.02,1
